title,release_date,type,runtime,genre,director,cast,country,language,production_company,synopsis,tags,imdb_rating,imdb_review_count,imdb_id
더 큐어,2017-02-15,movie,146,"공포, 미스터리, SF",,,,,Regency Enterprises,,"darkness, therapist, switzerland, mountain, wellness, employee, health, patient, spa, drugs, remote, swiss alps, treatment, cure, accident, wellness center, institute, incertitude, bitter, derogatory, frustrated",,,tt4731136
분노의 질주: 더 익스트림,2017-04-12,movie,136,"액션, 범죄, 스릴러",,,,,Original Film,,"new york city, submarine, rescue mission, sequel, street race, betrayal, criminal mastermind, mysterious woman",,,tt4630562
엄마의 직업,2017-07-27,movie,79,드라마,,,,,,,softcore,,,
트리플 엑스 리턴즈,2017-01-13,movie,106,"액션, 모험, 범죄",,,,,Rox Productions,,"airplane, tattoo, spy, extreme sports, parachute, secret agent, swimming pool, sequel, back from the dead, dominican republic, frantic, free fall, intense, amused",,,tt1293847
23 아이덴티티,2017-01-19,movie,117,"공포, 스릴러",,,,,Blinding Edge Pictures,,"child abuse, philadelphia, pennsylvania, kidnapping, gore, sequel, stalking, teenage girl, super power, mental illness, split personality, multiple personality, traumatic childhood, dissociative identity disorder, defiant",,,tt4972582
패딩턴 2,2017-11-09,movie,104,"모험, 코미디, 가족",,,,,StudioCanal,,"london, england, based on novel or book, sequel, bear, train, based on children's book, animals, aging actor, live action and animation",,,tt4468740
애나벨: 인형의 주인,2017-08-03,movie,110,공포,,,,,Atomic Monster,,"prequel, evil doll, demon, spin off, demonic possession, ghost, aftercreditsstinger, duringcreditsstinger, the conjuring universe",,,tt5140878
로건 럭키,2017-08-17,movie,119,"코미디, 범죄, 액션, 드라마",,,,,Fingerprint Releasing,,"sibling relationship, north carolina, cockroach, heist, race car driver, nascar, prison break",,,tt5439796
링스,2017-02-01,movie,102,공포,,,,,Paramount Pictures,,"investigation, supernatural, hallucination, sequel, curse, vhs, death, maggot, seven days, video tape, suspenseful, baffled",,,tt0498381
우리 사이의 거대한 산,2017-10-05,movie,109,"드라마, 모험, 로맨스",,,,,Chernin Entertainment,,"based on novel or book, photographer, mountain, pilot, wilderness, survival, wildlife, snow, airplane crash, doctor, dog, struggle for survival, argument, freezing, stranger, injury, holiday season, american wilderness, hopelessness, valley, scenic, desolate wilderness, delayed flight, obstacles, romantic, exhilarated",,,tt2226597
베이비 드라이버,2017-06-28,movie,113,"액션, 범죄",,,,,Big Talk Studios,,"robbery, waitress, atlanta, crime boss, romance, heist, getaway car, on the run, shootout, bank robbery, getaway driver, sign languages, armed robbery, aggressive, hearing impaired, joyful, urgent",,,tt3890160
파더 피겨스,2017-12-21,movie,113,코미디,,,,,Alcon Entertainment,,"florida, new york city, hitchhiker, twins, entrepreneur, divorced man, estranged brother, search for father, father son relationship, mother son relationship, brother brother relationship, secret, proctologist, mother's wedding, worcester, massachusetts",,,tt1966359
수리기사의 참교육,2017-01-01,movie,0,,,,,,,,,,,
덩케르크,2017-07-19,movie,107,"전쟁, 액션, 드라마",,,,,Warner Bros. Pictures,,"army, beach, france, allies, military officer, world war ii, evacuation, pilot, british army, rescue mission, europe, based on true story, royal navy, survival, historical fiction, soldier, private, military, dunkirk, 1940s, royal air force, raf, dreary, suspenseful, tense, intense, depressing, awestruck, compassionate, foreboding",,,tt5013056
다크타워: 희망의 탑,2017-08-03,movie,95,"판타지, 액션, SF",,,,,Columbia Pictures,,"mind control, gunslinger, based on novel or book, portal, parallel world, another world",,,tt1648190
페르디난드,2017-12-09,movie,108,"애니메이션, 가족, 모험, 코미디",,,,,Blue Sky Studios,,"friendship, spain, madrid, spain, europe, anthropomorphism, remake, bull, based on children's book, capture, joyous, adoring, assertive, cheerful, empathetic, enthusiastic, excited",,,tt3411444
발레리안: 천 개 행성의 도시,2017-07-19,movie,137,"모험, SF, 액션",,,,,Belga Films,,"future, shapeshifting, space travel, utopia, based on comic, alien, alien planet, energy, alien abduction, genocide, parallel world, political intrigue , pacifist, space opera, military, government agent, marketplace, trapped in space, federal government, unity, cosmopolis",,,tt2239822
베일리 어게인,2017-01-19,movie,100,"모험, 코미디, 판타지, 가족, 드라마",,,,,Amblin Entertainment,,"based on novel or book, human animal relationship, reincarnation, dog, pets",,,tt1753383
잃어버린 도시 Z,2017-03-15,movie,141,"모험, 드라마, 역사",,,,,Northern Ireland Screen,,"based on novel or book, snake, world war i, river, expedition, lost civilisation, tribe, biography, amazon rainforest, colonel, jungle, south america, explorer, journey, 1920s, mysterious lands",,,tt1212428
위대한 쇼맨,2017-12-20,movie,104,드라마,,,,,Chernin Entertainment,,"adultery, circus, musical, biography, rags to riches, based on true story, outcast, singing, dreamer, freak show, absurd, amused, cliché, complicated",,,tt1485796
킹 아서: 제왕의 검,2017-05-10,movie,126,"액션, 드라마, 판타지",,,,,Village Roadshow Pictures,,"knight, king arthur, excalibur, sword and sorcery",,,tt1972591
리추얼: 숲속에 있다,2017-10-11,movie,94,"공포, 스릴러, 미스터리",,,,,Entertainment One,,"robbery, monster, based on novel or book, nightmare, sweden, hiking, scandinavia, forest, friends, grief, murder, cabin, guilt, survival horror, pagan, norse mythology, guilty conscience, folk horror, lost in the woods, depressing",,,tt5638642
베로니카,2017-08-25,movie,105,공포,,,,,Film Factory,,"nightmare, madrid, spain, widow, supernatural, solar eclipse, possession, based on true story, ouija, family, crucifix, 1990s",,,tt5862312
굿타임,2017-08-11,movie,101,"범죄, 스릴러, 드라마",,,,,Elara Pictures,,"prison, mentally disabled, new york city, brother, bank robber, wheelchair, on the run, hospital, drugs, foot chase, security guard, amusement park, one night, botched robbery, acid, dreary",,,tt4846232
윈드 리버,2017-08-03,movie,111,"범죄, 미스터리, 스릴러",,,,,Savvy Media Holdings,,"wyoming, usa, rape, gun, fbi, mountain, investigation, native american, forest, murder, shootout, photograph, native american reservation, binoculars, questioning, rape and revenge, mysterious, disturbed, snowmobile, nervous, cautionary, serious, missing and murdered indigenous women, depressing, audacious, awestruck, forceful",,,tt5362988
몰리스 게임,2017-12-07,movie,140,"드라마, 범죄",,,,,The Mark Gordon Company,,"new york city, court, poker, gambling, bratva (russian mafia), olympic games, fbi, biography, arrest, based on true story, celebrity, trial, beating, lawyer, female protagonist, los angeles, california, courtroom, ice skating, snow skiing, card playing, employer employee relationship, courtroom drama, cleavage, high stakes, mob, father daughter relationship, admiring",,,tt4209788
오리엔트 특급 살인,2017-11-03,movie,114,"미스터리, 드라마, 범죄",,,,,The Mark Gordon Company,,"princess, based on novel or book, venice, italy, professor, detective, investigation, orient express, knife, europe, remake, murder, snow, whodunit, train, stabbing, alps mountains, murder mystery, 1930s, steam train, istanbul",,,tt3402236
데스노트,2017-08-25,movie,101,"범죄, 판타지, 공포",,,,,Vertigo Entertainment,,"notebook, based on manga, death, based on anime, live action remake",,,tt1241317
오두막,2017-03-03,movie,132,"드라마, 가족",,,,,Summit Entertainment,,"based on novel or book, loss of loved one, christianity, guilt, death of daughter, family trip, christian film, christian, hopeful, straightforward",,,tt2872518
아메리칸 메이드,2017-08-18,movie,115,"액션, 코미디, 범죄, 드라마",,,,,Universal Pictures,,"central intelligence agency (cia), drug smuggling, money laundering, pilot, based on true story, drug cartel, illegal drugs, dea agent, 1980s, pablo escobar",,,tt3532216
슈퍼배드 3,2017-06-15,movie,90,"액션, 애니메이션, 코미디, 가족, 모험",,,,,Illumination,,"prison, villain, twin brother, sequel, jail, illumination",,,tt3469046
인비저블 게스트,2017-01-06,movie,107,"드라마, 미스터리, 스릴러",,,,,Think Studio,,"barcelona, spain, businessman, falsely accused, manipulative lover, unreliable narrator, grieving father, accused of murder, mountain resort, locked room mystery",,,tt4857264
셰이프 오브 워터: 사랑의 모양,2017-12-01,movie,123,"드라마, 판타지, 로맨스",,,,,Double Dare You,,"government, fairy tale, cold war, supernatural, baltimore, usa, laboratory, orphan, bathtub, scientist, magic realism, capture, sign languages, 1960s, fishman, amphibious creature, dramatic, romantic",,,tt5580390
키스 앤 킬,2017-08-08,movie,81,"미스터리, 스릴러, 로맨스",,,,,Retromedia Entertainment,,"softcore, erotic thriller",,,tt7144296
더 포리너,2017-09-28,movie,114,"액션, 스릴러, 범죄",,,,,Sparkle Roll Media,,"london, england, based on novel or book, bomb, revenge, terrorism, ira (irish republican army), ireland, death, united kingdom",,,tt1615160
공각기동대: 고스트 인 더 쉘,2017-03-29,movie,107,"SF, 드라마, 액션",,,,,Weying Galaxy Entertainment,,"strong woman, hacker, philosophy, cyborg, dystopia, investigation, based on comic, female protagonist, cyberpunk, terrorism, evolution, intelligence officer, network, whitewashing, prosthesis, public security",,,tt1219827
신과함께-죄와 벌,2017-12-20,movie,139,"액션, 모험, 드라마, 판타지, 스릴러",,,,,Lotte Entertainment,,"afterlife, hell, trial, based on comic, god, grim reaper, bromance, myth, based on webcomic or webtoon",,,tt7160070
극장판 포켓몬스터: 너로 정했다!,2017-07-15,movie,98,"가족, 애니메이션, 모험, 판타지",,,,,OLM,,"travel, based on video game, reboot, adventurer, anime, alternate universe",,,tt6595896
Nude,2017-10-29,movie,89,다큐멘터리,,,,,Starz Entertainment,,"photography, creative process, nude photography",,,tt6323306
대디스 홈 2,2017-11-09,movie,100,코미디,,,,,Red Granite Pictures,,"holiday, sequel, christmas, amused, cheerful",,,tt5657846
킬러의 보디가드,2017-08-16,movie,118,"액션, 코미디, 범죄, 스릴러",,,,,Campbell Grobman Films,,"assassin, court, england, hitman, bodyguard, travel, on the run, criminal, killer, courtroom, opposites attract, buddy comedy, aftercreditsstinger, testify",,,tt1959563
기억의 밤,2017-11-29,movie,109,"스릴러, 미스터리, 범죄",,,,,BA Entertainment,,"hypnosis, revenge, murder, brother brother relationship",,,tt7057496
범죄도시,2017-10-03,movie,121,"액션, 범죄, 스릴러",,,,,Hong Film,,"police, detective, gang, illegal alien, 2000s, korean chinese, seoul, south korea",,,tt7468056
월요일이 사라졌다,2017-08-18,movie,123,"SF, 스릴러, 미스터리, 액션",,,,,SND,,"chase, dystopia, investigation, fake identity, overpopulation, betrayal, conspiracy, execution, alternative reality, population control, secrecy, septuplets, 2070s, suspenseful, intense, authoritarian",,,tt1536537
스머프: 비밀의 숲,2017-03-23,movie,89,"가족, 코미디, 모험, 애니메이션",,,,,Kerner Entertainment Company,,reboot,,,tt2398241
아토믹 블론드,2017-07-26,movie,114,"액션, 모험, 스릴러",,,,,Focus Features,,"berlin, germany, undercover agent, undercover, germany, spy, cold war, stasi, bisexuality, vodka, kgb, europe, double agent, based on comic, murder, mi6, murder investigation, ddr",,,tt2406566
이모티: 더 무비,2017-07-23,movie,86,"애니메이션, 가족, 코미디",,,,,Columbia Pictures,,"villain, parody, 3d animation, emoji",,,tt4877122
옥자,2017-06-28,movie,120,"모험, 드라마, SF",,,,,Kate Street Picture Company,,"new york city, monster, slaughterhouse, east asian lead, twins, environmentalist, aftercreditsstinger, animal liberation, live action and animation, zoologist, korean, meat industry, seoul, south korea",,,tt3967856
정사: 친구의 엄마,2017-08-24,movie,72,"로맨스, 드라마",,,,,,,softcore,,,tt13519098
레이디 버드,2017-09-01,movie,94,"드라마, 코미디",,,,,IAC Films,,"friendship, loss of virginity, coming of age, teen angst, high school graduation, teenage girl, best friend, loss of job, high school student, catholic school, first love, semi autobiographical, sacramento, woman director, father daughter relationship, mother daughter relationship, college applications, 2000s",,,tt4925292
수춘도 2: 수라전장,2017-06-18,movie,120,"로맨스, 액션, 드라마, 역사",,,,,Dirty Monkey Productions,,,,,tt7055592
샷 콜러,2017-07-07,movie,121,"범죄, 드라마, 스릴러",,,,,DirecTV,,"prison, california, tattoo, murder, gun battle, undercover cop, gang, drugs, criminal, insecurity, prison riot, driving drunk, estranged father, gun runner, probation officer, manslaughter, probation, thriller",,,tt4633690
포르노크레시,2017-03-12,movie,77,다큐멘터리,,,,,Magnéto Presse,,"pornography, investigation, interview, porn star, internet porn, woman director, business competition, celebrity interview, porno",,,tt6503230
파워 레인져스: 더 비기닝,2017-03-23,movie,124,"액션, 모험, SF",,,,,Lionsgate,,"spacecraft, autism, affectation, bullying, super power, superhero team, lgbt, reboot, female villain, ethnic diversity, based on tv series, celebratory, comforting",,,tt3717490
레지던트 이블: 벤데타,2017-05-27,movie,97,"애니메이션, 공포, 액션, SF",,,,,Capcom,,"sequel, zombie, based on video game, virus, anime",,,tt5776208
가족의 재구성,2017-02-14,movie,76,"로맨스, 드라마",,,,,,,softcore,,,
스나이퍼: 얼티밋 킬,2017-10-03,movie,93,액션,,,,,Mandalay Pictures,,"sniper, agent",,,tt6349302
어메이징 메리,2017-04-07,movie,101,"드라마, 코미디",,,,,Grade A Entertainment,,"cat, mathematics, intellectually gifted, child prodigy, teacher, school, prize, child custody, legal drama, gifted children, custody hearing",,,tt4481414
플로리다 프로젝트,2017-10-06,movie,111,드라마,,,,,Cre Film,,"florida, friendship, parent child relationship, drug addiction, innocence, motel, drug use, summer, single mother, social services, prostitute mother, children's perspectives, kids, orlando florida, generation z, lower class, peer relationship, mother daughter relationship, unfit mother, non-professional acting",,,tt5649144
다운사이징,2017-12-22,movie,135,"드라마, SF, 코미디",,,,,Paramount Pictures,,"future, computer, therapist, married couple, shrinking, crowd, speculative, meditative, caucasian, thoughtful, reflective, pc, procedure, loving, inspirational, grand, provocative, direct, dramatic, sentimental, awestruck, bold, dignified, euphoric, exhilarated, hopeful, powerful",,,tt1389072
몬태나,2017-12-22,movie,134,"드라마, 서부, 역사, 모험",,,,,Waypoint Entertainment,,"captain, widow, montana, new mexico, chief, native american, assignment, grief, murder, gunfight, massacre, brutality, native american reservation, u.s. cavalry, 19th century, indigenous peoples, new mexico territory, 1890s, violence",,,tt5478478
디센던츠 2,2017-07-21,movie,111,"가족, 판타지, TV 영화, 모험, 음악",,,,,"Bad Angels Productions, Ltd.",,"magic, fairy tale, villain, musical, teen movie",,,tt5117876
캡틴 언더팬츠,2017-06-01,movie,89,"가족, 코미디, 모험, 애니메이션",,,,,DreamWorks Animation,,"friendship, based on novel or book, superhero, underwear, villain, comic book, school, principal, based on children's book, grade school, sock puppet, suspenseful, excited, vibrant",,,tt2091256
스와핑 하던 날,2017-07-10,movie,81,로맨스,,,,,,,"softcore, 交换的一天",,,tt7331908
레고 닌자고 무비,2017-09-21,movie,101,"가족, 코미디, 모험, 애니메이션",,,,,Lin Pictures,,"high school, martial arts, secret identity, ninja, based on toy, fighting, lego, father son conflict, mechs, elemental powers",,,tt3014284
지퍼스 크리퍼스 3,2017-09-26,movie,100,공포,,,,,Scoundrel Media,,"monster, sequel, truck, revenge, vision, prehistoric creature, supernatural creature, hunt, military, booby trap, generational, farming community, deadly creature, disembodied hand",,,tt1139592
더 월,2017-05-12,movie,81,"전쟁, 스릴러, 드라마, 액션",,,,,Big Indie Pictures,,"sniper, helicopter, iraq, murder, soldier, iraq war, trapped, desert, ridiculous",,,tt4218696
더 포스트,2017-12-22,movie,116,"드라마, 역사",,,,,20th Century Fox,,"vietnam war, newspaper, journalist, washington dc, usa, politics, 1970s, journalism, biography, based on true story, richard nixon, pentagon papers, government cover-up, publisher, political thriller",,,tt6294822
탐하다: 욕망의 섬,2017-05-04,movie,81,로맨스,,,,,,,softcore,,,
온리 더 브레이브,2017-09-22,movie,133,"드라마, 액션",,,,,di Bonaventura Pictures,,"fire, bravery, arizona, natural disaster, heroism, addiction, based on true story, tragedy, firefighting, test by fire, forest fire, firefighter, based on magazine, newspaper or article, wildfire, proving oneself",,,tt3829920
마더!,2017-09-13,movie,121,"공포, 드라마",,,,,Paramount Pictures,,"husband wife relationship, nightmare, nihilism, chaos, pregnancy, bible, house, vandalism, cult, surrealism, writer, nature, death, madness, stranger, chaotic, forbidden fruit, mother nature, uninvited guest, desperate, intense, audacious",,,tt5109784
미아,2017-12-17,movie,11,"드라마, 다큐멘터리",,,,,Oriol Colomar,,"sadomasochism, sexual humiliation, sexual sadism, humiliation, cumshot, rough sex, bdsm, boyfriend girlfriend relationship, autobiographical, sexual domination, female sexuality, young adult, dominance submissiveness, male domination, short film, cum, sexual fetish, unsimulated sex, tied, española",,,tt10540298
걸즈 트립,2017-07-21,movie,122,"코미디, 로맨스, 모험",,,,,Will Packer Productions,,"concert, female friendship, hallucinogenic drug, festival, public urination, college friends, party, cheating husband, girls trip, raunchy",,,tt3564472
어쌔신: 더 비기닝,2017-09-14,movie,112,"액션, 모험, 스릴러",,,,,TIK Films,,"based on novel or book, revenge, terrorism, hilarious",,,tt1961175
스페셜 시큐리티: 라스트 미션,2017-03-04,movie,92,"액션, 스릴러, 범죄",,,,,Nu Boyana Film Studios,,"shopping mall, security guard, witness elimination",,,tt3501112
택시운전사,2017-08-02,movie,137,"액션, 드라마, 역사",,,,,The LAMP,,"taxi, taxi driver, protest, based on true story, democracy, historical event, 1980s, gwangju uprising, gwangju, democratization movement, south korea, excited",,,tt6878038
두 엄마,2017-08-01,movie,80,"드라마, 로맨스",,,,,,,"mother, softcore",,,tt13039188
다키스트 아워,2017-11-22,movie,125,"드라마, 역사",,,,,Working Title Films,,"world war ii, biography, based on true story, london underground, british politics, british prime minister, british history, autobiographical, dunkirk, 1940s, winston churchill, based on real person, based on real events, biographical drama",,,tt4555426
빠삐용,2017-09-07,movie,133,드라마,,,,,Red Granite Pictures,,"prisoner, based on novel or book, biography, based on true story, guillotine, remake, solitary confinement, south america, wrongful conviction, prison break, island prison, devil's island, shocking, reflective, french guiana, complex, critical, sentimental, whimsical, ambivalent, awestruck, baffled, bewildered, brisk, complicated, doubtful, melodramatic",,,tt5093026
더 리틀 아워즈,2017-06-30,movie,90,코미디,,,,,Destro Films,,"based on novel or book, middle ages (476-1453), convent (nunnery), nunhood, 14th century, anachronistic, medieval italy, lighthearted, whimsical, complicated",,,tt5666304
더 가디언즈,2017-02-14,movie,89,"SF, 액션, 판타지, 코미디, 스릴러",,,,,Renovatio Entertainment,,"cold war, superhero, superhero team, soviet politics, independent film",,,tt4600952
보스 베이비,2017-03-23,movie,97,"애니메이션, 코미디, 가족",,,,,DreamWorks Animation,,"baby, villain, family relationships, puppy, sibling rivalry, unreliable narrator, aftercreditsstinger, baby brother",,,tt3874544
직쏘,2017-10-25,movie,92,"공포, 미스터리",,,,,Twisted Pictures,,"sadism, gore, sequel, flashback, torture, death, survival horror, death match, suicide by hanging, mind game, abduction, death game",,,tt3348730
잇 컴스 앳 나잇,2017-06-09,movie,91,"드라마, 공포, 미스터리",,,,,A24,,"fire, nightmare, nihilism, darkness, homicide, door, paranoia, post-apocalyptic future, forest, fear, dog, madness, pandemic, infected, cremation, hopelessness, malevolence, suspenseful",,,tt4695012
"에브리씽, 에브리씽",2017-05-18,movie,96,"드라마, 로맨스",,,,,Alloy Entertainment,,"based on novel or book, nurse, isolation, love, neighbor, teenage girl, air, teenage love, illness, sheltered, taking a risk, based on young adult novel",,,tt5001718
카메라를 멈추면 안 돼!,2017-11-04,movie,96,"코미디, 공포, 드라마",,,,,Panpokopina,,"cinema on cinema, film in film, zombie, filmmaking, making of, repurposed footage",,,tt7914416
바후발리 2: 더 컨클루전,2017-04-27,movie,167,"액션, 모험, 판타지",,,,,Arka Media Works,,"kingdom, bilingual",,,tt4849438
피치 퍼펙트 3,2017-12-20,movie,93,"코미디, 음악",,,,,Gold Circle Films,,"sequel, singer, acapella, uso, cliché",,,tt4765284
Nephilim,2017-05-12,movie,99,"애니메이션, 액션, 판타지",,,,,Motion Makers Animation Studio Pvt. Ltd.,,,,,tt1243946
엄마친구 3,2017-03-30,movie,81,"로맨스, 드라마",,,,,,,softcore,,,
