title,release_date,type,runtime,genre,director,cast,country,language,production_company,synopsis,tags,imdb_rating,imdb_review_count,imdb_id
팔로우,2015-02-04,movie,100,"공포, 미스터리",,,,,Two Flints,,"beach, chase, supernatural, friends, vision, teenage girl, school, detroit, michigan, evil, voyeurism, sexually transmitted disease, young adult, followed, ambiguity, pastiche",,,tt3235888
앤트맨,2015-07-14,movie,117,"SF, 액션, 모험",,,,,Marvel Studios,,"superhero, ant, master thief, shrinking, based on comic, heist, miniaturization, mentor protégé relationship, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), overprotective father, father daughter relationship, good versus evil, robbery gang, supersize",,,tt0478970
인서전트,2015-03-18,movie,119,"액션, SF, 스릴러",,,,,Summit Entertainment,,"based on novel or book, revolution, dystopia, sequel, based on young adult novel",,,tt2908446
헤이트풀8,2015-12-25,movie,168,"드라마, 미스터리, 서부",,,,,The Weinstein Company,,"bounty hunter, wyoming, usa, narration, mountain, hangman, whodunit, stagecoach, blizzard, post civil war, 19th century, dramatic, male rape, intense",,,tt3460252
크리드,2015-11-25,movie,132,"액션, 드라마",,,,,Metro-Goldwyn-Mayer,,"underdog, mexico, philadelphia, pennsylvania, sports, mentor, trainer, cancer, spin off, underground fighting, boxing trainer, motivational speaker, boxing, legacy, boxing manager, boxing champion",,,tt3076658
슈퍼패스트!,2015-03-05,movie,99,"코미디, 액션",,,,,The Safran Company,,"car race, parody, spoof",,,tt2933474
하늘을 걷는 남자,2015-09-30,movie,123,"역사, 드라마, 모험",,,,,TriStar Pictures,,"new york city, skyscraper, 1970s, biography, based on true story, tightrope, planning, world trade center, trespass",,,tt3488710
헝거게임: 더 파이널,2015-11-18,movie,137,"액션, 모험, SF",,,,,Lionsgate,,"strong woman, based on novel or book, revolution, dystopia, death match, based on young adult novel",,,tt1951266
공즉시색,2015-12-01,movie,90,"코미디, 로맨스",,,,,Shamon Freitas and Company,,softcore,,,tt7453636
굿 다이노,2015-11-14,movie,101,"모험, 애니메이션, 가족",,,,,Pixar,,"friendship, tyrannosaurus rex, cartoon, villain, friends, alternate history, dinosaur, fear, storm, nature, journey",,,tt1979388
동창회의 목적,2015-08-06,movie,100,"로맨스, 드라마",,,,,,,"adultery, cheating, camping, softcore, class reunion, erotic movie, drinking game",,,tt5987506
투모로우랜드,2015-05-19,movie,130,"모험, 가족, 미스터리, SF",,,,,Walt Disney Pictures,,"inventor, apocalypse, destiny, dreamer, futuristic car, futuristic city",,,tt1964418
빅쇼트,2015-12-11,movie,130,"코미디, 드라마",,,,,Paramount Pictures,,"based on novel or book, bank, fraud, wall street, biography, based on true story, finances, animated scene, historical fiction, loan, cynical, financial crisis, real estate, mortgage, factual, complicated",,,tt1596363
헝거게임: 더 파이널,2015-11-18,movie,137,"액션, 모험, SF",,,,,Lionsgate,,"strong woman, based on novel or book, revolution, dystopia, death match, based on young adult novel",,,tt1951266
본 토마호크,2015-10-23,movie,133,"서부, 공포, 드라마",,,,,Caliber Media Company,,"rescue, sheriff, prisoner, ambush, poison, redemption, wilderness, gore, tribe, native american, rifle, murder, decapitation, drifter, scalping, cannibal, captive, cynical, posse, neo-western, civil war veteran, burial ground, cave dwellers, horror western, disdainful, sardonic, brutal violence",,,tt2494362
인서전트,2015-03-18,movie,119,"액션, SF, 스릴러",,,,,Summit Entertainment,,"based on novel or book, revolution, dystopia, sequel, based on young adult novel",,,tt2908446
레전드,2015-09-09,movie,132,"범죄, 스릴러",,,,,Working Title Films,,"gangster, biography, based on true story, twins, aggressive, cautionary, dramatic, intense, foreboding, horrified",,,tt3569230
주피터 어센딩,2015-02-04,movie,127,"SF, 판타지, 액션",,,,,Warner Bros. Pictures,,"jupiter, space, space opera, woman director, interspecies romance",,,tt1617661
와일드 카드,2015-01-14,movie,92,"스릴러, 범죄, 액션",,,,,SJ Pictures,,"gambling, bodyguard, remake, las vegas",,,tt2231253
친구엄마,2015-11-12,movie,101,"드라마, 로맨스",,,,,Milk Pictures,,"eroticism, softcore",,,tt6571010
샌 안드레아스,2015-05-27,movie,114,"액션, 드라마, 스릴러",,,,,New Line Cinema,,"california, san francisco, california, looting, earthquake, tsunami, disaster, los angeles, california, helicopter pilot, scientist, teenage daughter, seismologist, catastrophe, disaster movie, divorced couple, san andreas, california, helicopter crash, mass destruction, rescue operation, tectonic plates, hoover dam, serious, search and rescue, intense, lafd - los angeles fire department, aftershocks",,,tt2126355
순수의 시대,2015-03-05,movie,113,"로맨스, 드라마, 역사",,,,,Fineworks,,"eroticism, concubine, joseon dynasty (1392–1910), 14th century",,,tt3544326
피치 퍼펙트: 언프리티 걸즈,2015-05-07,movie,114,"코미디, 음악",,,,,Brownstone Productions,,"sequel, singer, audition, group of friends, duringcreditsstinger, singing competition, woman director, acapella",,,tt2848292
디센던츠,2015-07-31,movie,112,"가족, 모험, 판타지, TV 영화, 음악",,,,,"Bad Angels Productions, Ltd.",,"witch, high school, magic, fairy tale, villain, musical, coming of age, teen movie, fairy godmother, teenage protagonist, maleficent, whimsical, cheerful, vibrant",,,tt3440298
몬스터 호텔 2,2015-09-21,movie,89,"애니메이션, 코미디, 가족, 판타지",,,,,Columbia Pictures,,"hotel, witch, skeleton, magic, transylvania, technology, marriage, mummy, only child, backpacker, wolfman, zombie, moving out, invisible person, new life, dracula",,,tt2510894
투모로우랜드,2015-05-19,movie,130,"모험, 가족, 미스터리, SF",,,,,Walt Disney Pictures,,"inventor, apocalypse, destiny, dreamer, futuristic car, futuristic city",,,tt1964418
굿 다이노,2015-11-14,movie,101,"모험, 애니메이션, 가족",,,,,Pixar,,"friendship, tyrannosaurus rex, cartoon, villain, friends, alternate history, dinosaur, fear, storm, nature, journey",,,tt1979388
더 랍스터,2015-10-15,movie,118,"코미디, 드라마, 로맨스",,,,,Scarlet Films,,"hotel, suicide attempt, boat, dystopia, woods, romance, punishment, revenge, swimming, grave digging, curious, dead rabbit, blind woman, manhunt, shooting an animal",,,tt3464902
사우스포,2015-03-24,movie,123,"액션, 드라마",,,,,Fuqua Films,,"sports, fighter, tragedy, death, boxing, box ring, father daughter relationship",,,tt1798684
더 비지트,2015-09-10,movie,94,"공포, 미스터리, 스릴러",,,,,Blumhouse Productions,,"farm, rap music, sibling relationship, pennsylvania, usa, grandparents, murder, single mother, oven, found footage, hide and seek, mysterious, diaper, suspenseful, tense",,,tt3567288
대디스 홈,2015-12-25,movie,96,코미디,,,,,Paramount Pictures,,"father, family",,,tt1528854
동창회의 목적,2015-08-06,movie,100,"로맨스, 드라마",,,,,,,"adultery, cheating, camping, softcore, class reunion, erotic movie, drinking game",,,tt5987506
스폰지밥 3D,2015-01-28,movie,93,"가족, 코미디, 모험, 애니메이션",,,,,Paramount Animation,,"sea, ocean, villain, sequel, computer animation, based on cartoon, pirate, superhero team, aftercreditsstinger, live action and animation, based on tv series, amused, joyful, traditional animation",,,tt2279373
맛있는 비행,2015-11-01,movie,97,로맨스,,,,,,,softcore,,,tt6077598
엑스 마키나,2015-01-21,movie,108,"드라마, SF",,,,,DNA Films,,"android, dancing, friendship, man vs machine, distrust, artificial intelligence (a.i.), isolation, technology, manipulation, deception, norway, laboratory, robot, power outage, surveillance camera, consciousness, existentialism, lockdown, female cyborg, human android relationship, audacious, forceful",,,tt0470752
히트맨: 에이전트 47,2015-08-20,movie,98,"액션, 범죄, 스릴러",,,,,Daybreak Productions,,"assassin, hitman, secret identity, intelligence, execution, killer, based on video game",,,tt2679042
홈,2015-03-18,movie,94,"판타지, 코미디, 애니메이션, SF, 가족",,,,,DreamWorks Animation,,"spacecraft, villain, alien, space, alien invasion, alien friendship, awful leader, taking resposibility, approving, vibrant",,,tt2224026
X-Rated: The Greatest Adult Movies of All Time,2015-02-06,movie,94,다큐멘터리,,,,,Showtime Networks,,"pornography, interview, filmmaking, adult filmmaking",,,tt4461838
러브,2015-07-15,movie,130,"드라마, 로맨스",,,,,Wild Bunch,,"paris, france, gallery, sexuality, pregnancy, girlfriend, love, relationship, break-up",,,tt3774694
라스트 위치 헌터,2015-10-21,movie,107,"판타지, 액션, 모험, 공포",,,,,NeoReel,,"witch, new york city, magic, superstition, black magic, man, aircraft, woman murder, witch hunter",,,tt1618442
바후발리: 더 비기닝,2015-07-10,movie,137,"액션, 모험, 판타지, 드라마",,,,,Arka Media Works,,"kingdom, medieval india, ancient india, bilingual",,,tt2631186
판타스틱 4,2015-08-05,movie,100,"액션, 모험, SF",,,,,20th Century Fox,,"teleportation, superhero, transformation, telekinesis, portal, based on comic, superhero team, invisible person",,,tt1502712
아델라인: 멈춰진 시간,2015-04-16,movie,112,"로맨스, 판타지, 드라마",,,,,Lakeshore Entertainment,,"immortality, san francisco, california, love, forever",,,tt1655441
핫 걸 원티드,2015-01-24,movie,84,다큐멘터리,,,,,Two to Tangle Productions,,"porn star, softcore, craigslist, woman director, adult filmmaking, sex trade",,,tt4382552
Bad Sister,2015-08-24,movie,85,"스릴러, TV 영화",,,,,Johnson Production Group,,erotic thriller,,,tt5304688
베케이션,2015-07-28,movie,99,코미디,,,,,New Line Cinema,,"route 66, vacation, grand canyon, dysfunctional family, road trip, sequel, family vacation, amusement park, roller coaster / rollercoaster, theme park, plano texas, airplane pilot, childhood memory, comedy of errors, married with children",,,tt1524930
스파이,2015-05-06,movie,122,"액션, 코미디, 범죄",,,,,Chernin Entertainment,,"central intelligence agency (cia), budapest, hungary, paris, france, undercover agent, rome, italy, spy, arms dealer, bulgaria, nuclear bomb, female spy, heiress, bumbling, aftercreditsstinger, duringcreditsstinger, analyst, ironic, suspicious, spycraft, handler, special assignment, mocking, modest, ridiculous",,,tt3079380
셀프/리스,2015-07-10,movie,117,"SF, 액션, 스릴러",,,,,Ram Bergman Productions,,"immortality, lie, terminal illness, laboratory, cancer, transhumanism, doctor, body-swap, death, false memory, soul transference, rich man, mind transfer, host body, body snatching, eternal",,,tt2140379
스포트라이트,2015-11-06,movie,128,"드라마, 역사",,,,,Participant,,"pedophilia, florida, newspaper, journalist, child abuse, court, judge, boston, massachusetts, journalism, sex scandal, victim, based on true story, cover-up, priest, conspiracy, lawyer, historical fiction, biting, catholic, roman catholic church, lgbt, catholicism, 9/11, child molestation, archdiocese, investigative journalism, cardinal, serious, understated, critical, tense, powerful, tragic",,,tt1895587
미니언즈,2015-06-17,movie,91,"가족, 애니메이션, 모험, 코미디",,,,,Illumination,,"assistant, villain, prequel, aftercreditsstinger, duringcreditsstinger, evil mastermind, supervillain, illumination, amused, joyful",,,tt2293640
안투라지,2015-06-03,movie,104,"코미디, 드라마",,,,,Closest to the Hole Productions,,"friendship, alcohol, show business, nightclub, celebrity, rivalry, womanizer, film in film, hollywood, movie star, aspiring actor, financier, entourage, film production, based on tv series",,,tt1674771
포커스,2015-02-25,movie,104,"로맨스, 코미디, 범죄",,,,,K & S Films,,"seduction, con man, illusion, deception, rivalry, femme fatale, con artist, illusionist",,,tt2381941
진격의 거인 파트1,2015-08-01,movie,99,"공포, 액션, SF",,,,,Nikkatsu Corporation,,"monster, transformation, wall, based on manga, death of family, extinction, shounen, titan, suspense",,,tt2072230
포커스,2015-02-25,movie,104,"로맨스, 코미디, 범죄",,,,,K & S Films,,"seduction, con man, illusion, deception, rivalry, femme fatale, con artist, illusionist",,,tt2381941
드래곤볼 Z 극장판 15: 부활의 F,2015-04-18,movie,94,"액션, 애니메이션, SF",,,,,Toei Animation,,"martial arts, resurrection, sequel, aftercreditsstinger, alien attack, shounen, anime, adventure",,,tt3819668
여자전쟁: 비열한 거래,2015-09-27,movie,110,"드라마, 로맨스",,,,,Contents On Media,,softcore,,,tt6892018
앨빈과 슈퍼밴드: 악동 어드벤처,2015-12-17,movie,92,"가족, 코미디, 음악, 모험, 애니메이션",,,,,TSG Entertainment,,"anthropomorphism, chipmunk, hitchhiker, aftercreditsstinger, duringcreditsstinger, live action and animation",,,tt2974918
인시디어스 3,2015-05-28,movie,97,"공포, 스릴러",,,,,Blumhouse Productions,,"sequel, insidious",,,tt3195644
겟 하드,2015-03-26,movie,100,코미디,,,,,Gary Sanchez Productions,,"prison, fbi, training, ignorance, securities, stocks and bonds , house arrest, betrayal, cultural difference, gang, los angeles, california, prison sentence, car wash, embezzlement, racial stereotype, job promotion, entrepreneur, wrongful conviction, engagement party, rich man, fiancée, capoeira, wealth differences, south central los angeles, maximum security prison, dating boss' daughter, securities fraud",,,tt2561572
맨 프롬 엉클,2015-08-13,movie,116,"코미디, 액션, 모험",,,,,Wigram Productions,,"central intelligence agency (cia), spy, cold war, kgb, remake, nostalgic, buddy cop, russian spy, american spy",,,tt1638355
익스트랙션,2015-12-18,movie,82,"액션, 스릴러",,,,,EFO Films,,"kidnapping, terrorism, ex-cia agent, rescue operation",,,tt4382872
스파이 브릿지,2015-10-15,movie,141,"스릴러, 드라마",,,,,TSG Entertainment,,"central intelligence agency (cia), spy, cold war, soviet union, pilot, lawyer, american, courtroom, russian spy, legal drama",,,tt3682448
하트 오브 더 씨,2015-12-03,movie,121,"스릴러, 드라마, 모험, 액션, 역사",,,,,Imagine Entertainment,,"sea, suicide, ship, ocean, whale, shipwreck, hunger, based on true story, survival, stranded, cannibal, whaling, death, new england, lost at sea, whaling ship, starvation, 19th century, whale oil, nantucket",,,tt1390411
Savageland,2015-11-01,movie,80,"공포, 범죄, 스릴러",,,,,Massive Film Company,,"mockumentary, social commentary, apocalypse, found footage, mexican border",,,tt3899154
인간 지네 3,2015-05-22,movie,103,공포,,,,,Six Entertainment,,"exploitation, gore, sequel, b movie, torture, cynical, torture porn, ifc midnight, egotistical, bold, vibrant",,,tt1883367
어린왕자,2015-07-29,movie,106,"모험, 애니메이션, 판타지, 가족",,,,,Orange Studio,,"airplane, parent child relationship, philosophy, dystopia, utopia, little boy, old man, growing up, stop motion, neighbor, school, little girl, based on children's book, social differences",,,tt1754656
구스범스,2015-08-05,movie,103,"모험, 공포, 코미디",,,,,Original Film,,"based on novel or book, magic, yeti, werewolf, family, new home, recluse, autumn, horror for children, book comes to life, ventriloquist's dummy, praying mantis, new school, girl next door",,,tt1051904
에베레스트,2015-09-10,movie,121,"모험, 드라마, 역사",,,,,Cross Creek Pictures,,"himalaya mountain range, mountain, hiking, snowstorm, based on true story, climbing, snow, death, blizzard, mountain climbing, mount everest, grand, tense",,,tt2719848
쾌락지구X,2015-01-29,movie,97,"로맨스, 드라마, 코미디",,,,,"Cameron Entertainment Co., Ltd.",,"male prostitution, erotic movie, 鸭王",,,tt4539508
스누피: 더 피너츠 무비,2015-11-05,movie,93,"코미디, 애니메이션, 가족",,,,,Blue Sky Studios,,"based on comic, red baron, family, comic strip, cartoon dog, aftercreditsstinger, duringcreditsstinger, the red baron",,,tt2452042
젊은 엄마 3,2015-09-03,movie,95,로맨스,,,,,Golden Tide Pictures,,"adultery, stepmother, novelist, softcore",,,tt11941248
네 무덤에 침을 뱉어라 3,2015-10-01,movie,92,"공포, 스릴러",,,,,CineTel Films,,"rape, police, detective, group therapy, investigation, sequel, revenge, murder, torture, attempted rape, rape and revenge",,,tt4530884
보루토 - 나루토 더 무비,2015-08-07,movie,95,"모험, 액션, 애니메이션, 코미디, 판타지",,,,,Pierrot,,"ninja, shounen, anime, adventure",,,tt4618398
보루토 - 나루토 더 무비,2015-08-07,movie,95,"모험, 액션, 애니메이션, 코미디, 판타지",,,,,Pierrot,,"ninja, shounen, anime, adventure",,,tt4618398
캐롤,2015-11-20,movie,118,"로맨스, 드라마",,,,,Killer Films,,"hotel, new year's eve, chicago, illinois, new york city, based on novel or book, parent child relationship, age difference, department store, photography, road trip, lesbian relationship, divorce, lesbian sex, lgbt, santa hat, child custody, older woman younger woman relationship, 1950s, loving, lesbian, wistful, intimate, sentimental, adoring, ambiguous, comforting, compassionate, exuberant, gentle",,,tt2402927
스누피: 더 피너츠 무비,2015-11-05,movie,93,"코미디, 애니메이션, 가족",,,,,Blue Sky Studios,,"based on comic, red baron, family, comic strip, cartoon dog, aftercreditsstinger, duringcreditsstinger, the red baron",,,tt2452042
구스범스,2015-08-05,movie,103,"모험, 공포, 코미디",,,,,Original Film,,"based on novel or book, magic, yeti, werewolf, family, new home, recluse, autumn, horror for children, book comes to life, ventriloquist's dummy, praying mantis, new school, girl next door",,,tt1051904
트랜스포터: 리퓰드,2015-09-02,movie,86,"액션, 스릴러, 범죄",,,,,EuropaCorp,,"transporter, sequel, french riviera, reboot, bank heist, awestruck, defiant",,,tt2938956
어린왕자,2015-07-29,movie,106,"모험, 애니메이션, 판타지, 가족",,,,,Orange Studio,,"airplane, parent child relationship, philosophy, dystopia, utopia, little boy, old man, growing up, stop motion, neighbor, school, little girl, based on children's book, social differences",,,tt1754656
킬러 인 하이스쿨,2015-04-23,movie,98,"액션, 코미디, 모험, 로맨스",,,,,RKO Pictures LLC,,"high school, assassin, agent",,,tt1731701
하트 오브 더 씨,2015-12-03,movie,121,"스릴러, 드라마, 모험, 액션, 역사",,,,,Imagine Entertainment,,"sea, suicide, ship, ocean, whale, shipwreck, hunger, based on true story, survival, stranded, cannibal, whaling, death, new england, lost at sea, whaling ship, starvation, 19th century, whale oil, nantucket",,,tt1390411
빅 게임,2015-03-19,movie,90,"액션, 모험, 스릴러",,,,,Bavaria Film Partners,,"escape, parachute, president, air force one, terrorism, explosion, finland",,,tt2088003
팬,2015-09-24,movie,111,"판타지, 모험, 가족, 액션",,,,,Moving Picture Company,,"flying, magic, fairy tale, mermaid, peter pan, pirate, fantasy world",,,tt3332064
히든,2015-09-15,movie,84,"스릴러, 공포",,,,,Primal Pictures,,"helicopter, quarantine, nightmare, underground, shelter, flashback, outbreak, murder, virus, creepy doll",,,tt2131532
최후의 인류,2015-08-07,movie,110,"액션, 모험, 공포, SF, 스릴러",,,,,Vaca Films,,"mutant, zombie, zombie apocalypse, dramatic, hum",,,tt3467412
맥팔랜드 USA,2015-02-20,movie,128,"드라마, 가족",,,,,Mayhem Pictures,,"small town, california, coach, championship, woman director, track and field",,,tt2097298
살인소설 2: 다시 시작된 저주,2015-08-19,movie,97,공포,,,,,Tank Caterpillar,,"nightmare, police, investigation, supernatural, haunted house, snuff, deputy, sequel, evil spirit, murder, private investigator, disappearance, investigator, twins, killer, evil, ritual murder, ghost, mysterious killer, evil child, isolated farmhouse, cold case, supernatural power, rural",,,tt2752772
리디큘러스 6,2015-12-11,movie,119,"서부, 코미디, 액션, 모험",,,,,Happy Madison Productions,,wild west,,,tt2479478
웨딩 링어,2015-01-16,movie,101,코미디,,,,,Screen Gems,,"male friendship, impersonator, wedding, lying, best man",,,tt0884732
블랙코드,2015-01-13,movie,133,"범죄, 스릴러, 액션",,,,,Legendary Pictures,,"race against time, computer, hacker, computer virus, technology, anti hero, nuclear power plant, national security agency (nsa), malaysia, betrayal, fugitive, on the run, conspiracy, shootout, hacking, terrorism, cat and mouse, one against many, terrorist plot, stock exchange, cybercrime, cyber terrorism, chinese military, cyber thriller",,,tt2717822
위아영,2015-04-03,movie,97,"코미디, 드라마, 미스터리",,,,,Scott Rudin Productions,,"jealousy, married couple, marriage, admiration, father-in-law, hallucinogenic drug, esoteric, self-doubt, generation gap, mentor protégé relationship, documentary filmmaking, hipster, conflict with in-law, young couple, generation-x, generation z, new friends, long-married couple, documentarian",,,tt1791682
러브 앤 머시,2015-05-29,movie,120,"드라마, 음악, 역사",,,,,John Wells Productions,,"rock 'n' roll, musician, therapist, biography, recording studio, car salesman, last will and testament, nervous breakdown, songwriter, pop music, music recording, recluse, music rehearsal, southern california, psychotherapist, 1980s, 1960s, legal guardian, music industry, musical journey, music producer, unexpected romance, surf music, controlled environment, comforting",,,tt0903657
대호,2015-12-16,movie,139,"액션, 역사, 모험, 드라마",,,,,Sanai Pictures,,"hunter, tiger, mountain, snow, japanese occupation of korea, korean tiger, amur tiger, jirisan",,,tt5066556
매기,2015-05-08,movie,95,"공포, 드라마",,,,,Sly Predator,,"dystopia, post-apocalyptic future, zombie",,,tt1881002
대니쉬 걸,2015-11-27,movie,119,드라마,,,,,Pretty Pictures,,"paris, france, based on novel or book, denmark, copenhagen, denmark, artist, painter, historical fiction, art, transsexual, surgery, lgbt, mourning, 1920s, desperate, dramatic, cliché, derogatory",,,tt0810819
수상한 미용실,2015-10-22,movie,84,"로맨스, 드라마",,,,,,,softcore,,,
